Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
3791,324,111,5,4.5,4,9.16,1,0.9
3792,323,110,5,4,5,8.98,1,0.87
3793,322,114,5,4.5,4,8.94,1,0.86
3794,336,118,5,4.5,5,9.53,1,0.94
3795,316,109,3,3.5,3,8.76,0,0.77
3796,307,107,2,3,3.5,8.52,1,0.78
3797,306,105,2,3,2.5,8.26,0,0.73
3798,310,106,2,3.5,2.5,8.33,0,0.73
3799,311,104,3,4.5,4.5,8.43,0,0.7
3800,313,107,3,4,4.5,8.69,0,0.72
3801,317,103,3,2.5,3,8.54,1,0.73
3802,315,110,2,3.5,3,8.46,1,0.72
3803,340,120,5,4.5,4.5,9.91,1,0.97
3804,334,120,5,4,5,9.87,1,0.97
3805,298,105,3,3.5,4,8.54,0,0.69
3806,295,99,2,2.5,3,7.65,0,0.57
3807,315,99,2,3.5,3,7.89,0,0.63
3808,310,102,3,3.5,4,8.02,1,0.66
3809,305,106,2,3,3,8.16,0,0.64
3810,301,104,3,3.5,4,8.12,1,0.68
3811,325,108,4,4.5,4,9.06,1,0.79
3812,328,110,4,5,4,9.14,1,0.82
3813,338,120,4,5,5,9.66,1,0.95
3814,333,119,5,5,4.5,9.78,1,0.96
3815,331,117,4,4.5,5,9.42,1,0.94
3816,330,116,5,5,4.5,9.36,1,0.93
3817,322,112,4,4.5,4.5,9.26,1,0.91
3818,321,109,4,4,4,9.13,1,0.85
3819,324,110,4,3,3.5,8.97,1,0.84
3820,312,104,3,3.5,3.5,8.42,0,0.74
3821,313,103,3,4,4,8.75,0,0.76
3822,316,110,3,3.5,4,8.56,0,0.75
3823,324,113,4,4.5,4,8.79,0,0.76
3824,308,109,2,3,4,8.45,0,0.71
3825,305,105,2,3,2,8.23,0,0.67
3826,296,99,2,2.5,2.5,8.03,0,0.61
3827,306,110,2,3.5,4,8.45,0,0.63
3828,312,110,2,3.5,3,8.53,0,0.64
3829,318,112,3,4,3.5,8.67,0,0.71
3830,324,111,4,3,3,9.01,1,0.82
3831,313,104,3,4,4.5,8.65,0,0.73
3832,319,106,3,3.5,2.5,8.33,1,0.74
3833,312,107,2,2.5,3.5,8.27,0,0.69
3834,304,100,2,2.5,3.5,8.07,0,0.64
3835,330,113,5,5,4,9.31,1,0.91
3836,326,111,5,4.5,4,9.23,1,0.88
3837,325,112,4,4,4.5,9.17,1,0.85
3838,329,114,5,4.5,5,9.19,1,0.86
3839,310,104,3,2,3.5,8.37,0,0.7
3840,299,100,1,1.5,2,7.89,0,0.59
3841,296,101,1,2.5,3,7.68,0,0.6
3842,317,103,2,2.5,2,8.15,0,0.65
3843,324,115,3,3.5,3,8.76,1,0.7
3844,325,114,3,3.5,3,9.04,1,0.76
3845,314,107,2,2.5,4,8.56,0,0.63
3846,328,110,4,4,2.5,9.02,1,0.81
3847,316,105,3,3,3.5,8.73,0,0.72
3848,311,104,2,2.5,3.5,8.48,0,0.71
3849,324,110,3,3.5,4,8.87,1,0.8
3850,321,111,3,3.5,4,8.83,1,0.77
3851,320,104,3,3,2.5,8.57,1,0.74
3852,316,99,2,2.5,3,9,0,0.7
3853,318,100,2,2.5,3.5,8.54,1,0.71
3854,335,115,4,4.5,4.5,9.68,1,0.93
3855,321,114,4,4,5,9.12,0,0.85
3856,307,110,4,4,4.5,8.37,0,0.79
3857,309,99,3,4,4,8.56,0,0.76
3858,324,100,3,4,5,8.64,1,0.78
3859,326,102,4,5,5,8.76,1,0.77
3860,331,119,4,5,4.5,9.34,1,0.9
3861,327,108,5,5,3.5,9.13,1,0.87
3862,312,104,3,3.5,4,8.09,0,0.71
3863,308,103,2,2.5,4,8.36,1,0.7
3864,324,111,3,2.5,1.5,8.79,1,0.7
3865,325,110,2,3,2.5,8.76,1,0.75
3866,313,102,3,2.5,2.5,8.68,0,0.71
3867,312,105,2,2,2.5,8.45,0,0.72
3868,314,107,3,3,3.5,8.17,1,0.73
3869,327,113,4,4.5,5,9.14,0,0.83
3870,308,108,4,4.5,5,8.34,0,0.77
3871,306,105,2,2.5,3,8.22,1,0.72
3872,299,96,2,1.5,2,7.86,0,0.54
3873,294,95,1,1.5,1.5,7.64,0,0.49
3874,312,99,1,1,1.5,8.01,1,0.52
3875,315,100,1,2,2.5,7.95,0,0.58
3876,322,110,3,3.5,3,8.96,1,0.78
3877,329,113,5,5,4.5,9.45,1,0.89
3878,320,101,2,2.5,3,8.62,0,0.7
3879,308,103,2,3,3.5,8.49,0,0.66
3880,304,102,2,3,4,8.73,0,0.67
3881,311,102,3,4.5,4,8.64,1,0.68
3882,317,110,3,4,4.5,9.11,1,0.8
3883,312,106,3,4,3.5,8.79,1,0.81
3884,321,111,3,2.5,3,8.9,1,0.8
3885,340,112,4,5,4.5,9.66,1,0.94
3886,331,116,5,4,4,9.26,1,0.93
3887,336,118,5,4.5,4,9.19,1,0.92
3888,324,114,5,5,4.5,9.08,1,0.89
3889,314,104,4,5,5,9.02,0,0.82
3890,313,109,3,4,3.5,9,0,0.79
3891,307,105,2,2.5,3,7.65,0,0.58
3892,300,102,2,1.5,2,7.87,0,0.56
3893,302,99,2,1,2,7.97,0,0.56
3894,312,98,1,3.5,3,8.18,1,0.64
3895,316,101,2,2.5,2,8.32,1,0.61
3896,317,100,2,3,2.5,8.57,0,0.68
3897,310,107,3,3.5,3.5,8.67,0,0.76
3898,320,120,3,4,4.5,9.11,0,0.86
3899,330,114,3,4.5,4.5,9.24,1,0.9
3900,305,112,3,3,3.5,8.65,0,0.71
3901,309,106,2,2.5,2.5,8,0,0.62
3902,319,108,2,2.5,3,8.76,0,0.66
3903,322,105,2,3,3,8.45,1,0.65
3904,323,107,3,3.5,3.5,8.55,1,0.73
3905,313,106,2,2.5,2,8.43,0,0.62
3906,321,109,3,3.5,3.5,8.8,1,0.74
3907,323,110,3,4,3.5,9.1,1,0.79
3908,325,112,4,4,4,9,1,0.8
3909,312,108,3,3.5,3,8.53,0,0.69
3910,308,110,4,3.5,3,8.6,0,0.7
3911,320,104,3,3,3.5,8.74,1,0.76
3912,328,108,4,4.5,4,9.18,1,0.84
3913,311,107,4,4.5,4.5,9,1,0.78
3914,301,100,3,3.5,3,8.04,0,0.67
3915,305,105,2,3,4,8.13,0,0.66
3916,308,104,2,2.5,3,8.07,0,0.65
3917,298,101,2,1.5,2,7.86,0,0.54
3918,300,99,1,1,2.5,8.01,0,0.58
3919,324,111,3,2.5,2,8.8,1,0.79
3920,327,113,4,3.5,3,8.69,1,0.8
3921,317,106,3,4,3.5,8.5,1,0.75
3922,323,104,3,4,4,8.44,1,0.73
3923,314,107,2,2.5,4,8.27,0,0.72
3924,305,102,2,2,2.5,8.18,0,0.62
3925,315,104,3,3,2.5,8.33,0,0.67
3926,326,116,3,3.5,4,9.14,1,0.81
3927,299,100,3,2,2,8.02,0,0.63
3928,295,101,2,2.5,2,7.86,0,0.69
3929,324,112,4,4,3.5,8.77,1,0.8
3930,297,96,2,2.5,1.5,7.89,0,0.43
3931,327,113,3,3.5,3,8.66,1,0.8
3932,311,105,2,3,2,8.12,1,0.73
3933,308,106,3,3.5,2.5,8.21,1,0.75
3934,319,108,3,3,3.5,8.54,1,0.71
3935,312,107,4,4.5,4,8.65,1,0.73
3936,325,111,4,4,4.5,9.11,1,0.83
3937,319,110,3,3,2.5,8.79,0,0.72
3938,332,118,5,5,5,9.47,1,0.94
3939,323,108,5,4,4,8.74,1,0.81
3940,324,107,5,3.5,4,8.66,1,0.81
3941,312,107,3,3,3,8.46,1,0.75
3942,326,110,3,3.5,3.5,8.76,1,0.79
3943,308,106,3,3,3,8.24,0,0.58
3944,305,103,2,2.5,3.5,8.13,0,0.59
3945,295,96,2,1.5,2,7.34,0,0.47
3946,316,98,1,1.5,2,7.43,0,0.49
3947,304,97,2,1.5,2,7.64,0,0.47
3948,299,94,1,1,1,7.34,0,0.42
3949,302,99,1,2,2,7.25,0,0.57
3950,313,101,3,2.5,3,8.04,0,0.62
3951,318,107,3,3,3.5,8.27,1,0.74
3952,325,110,4,3.5,4,8.67,1,0.73
3953,303,100,2,3,3.5,8.06,1,0.64
3954,300,102,3,3.5,2.5,8.17,0,0.63
3955,297,98,2,2.5,3,7.67,0,0.59
3956,317,106,2,2,3.5,8.12,0,0.73
3957,327,109,3,3.5,4,8.77,1,0.79
3958,301,104,2,3.5,3.5,7.89,1,0.68
3959,314,105,2,2.5,2,7.64,0,0.7
3960,321,107,2,2,1.5,8.44,0,0.81
3961,322,110,3,4,5,8.64,1,0.85
3962,334,116,4,4,3.5,9.54,1,0.93
3963,338,115,5,4.5,5,9.23,1,0.91
3964,306,103,2,2.5,3,8.36,0,0.69
3965,313,102,3,3.5,4,8.9,1,0.77
3966,330,114,4,4.5,3,9.17,1,0.86
3967,320,104,3,3.5,4.5,8.34,1,0.74
3968,311,98,1,1,2.5,7.46,0,0.57
3969,298,92,1,2,2,7.88,0,0.51
3970,301,98,1,2,3,8.03,1,0.67
3971,310,103,2,2.5,2.5,8.24,0,0.72
3972,324,110,3,3.5,3,9.22,1,0.89
3973,336,119,4,4.5,4,9.62,1,0.95
3974,321,109,3,3,3,8.54,1,0.79
3975,315,105,2,2,2.5,7.65,0,0.39
3976,304,101,2,2,2.5,7.66,0,0.38
3977,297,96,2,2.5,2,7.43,0,0.34
3978,290,100,1,1.5,2,7.56,0,0.47
3979,303,98,1,2,2.5,7.65,0,0.56
3980,311,99,1,2.5,3,8.43,1,0.71
3981,322,104,3,3.5,4,8.84,1,0.78
3982,319,105,3,3,3.5,8.67,1,0.73
3983,324,110,4,4.5,4,9.15,1,0.82
3984,300,100,3,3,3.5,8.26,0,0.62
3985,340,113,4,5,5,9.74,1,0.96
3986,335,117,5,5,5,9.82,1,0.96
3987,302,101,2,2.5,3.5,7.96,0,0.46
3988,307,105,2,2,3.5,8.1,0,0.53
3989,296,97,2,1.5,2,7.8,0,0.49
3990,320,108,3,3.5,4,8.44,1,0.76
3991,314,102,2,2,2.5,8.24,0,0.64
3992,318,106,3,2,3,8.65,0,0.71
3993,326,112,4,4,3.5,9.12,1,0.84
3994,317,104,2,3,3,8.76,0,0.77
3995,329,111,4,4.5,4,9.23,1,0.89
3996,324,110,3,3.5,3.5,9.04,1,0.82
3997,325,107,3,3,3.5,9.11,1,0.84
3998,330,116,4,5,4.5,9.45,1,0.91
3999,312,103,3,3.5,4,8.78,0,0.67
4000,333,117,4,5,4,9.66,1,0.95
4001,337,118,4,4.5,4.5,9.65,1,0.92
4002,324,107,4,4,4.5,8.87,1,0.76
4003,316,104,3,3,3.5,8,1,0.72
4004,322,110,3,3.5,2.5,8.67,1,0.8
4005,314,103,2,2,3,8.21,0,0.65
4006,330,115,5,4.5,3,9.34,1,0.9
4007,321,109,3,3,4,8.2,1,0.75
4008,308,101,2,3,4,7.9,0,0.68
4009,302,102,1,2,1.5,8,0,0.5
4010,323,108,3,3.5,3,8.6,0,0.45
4011,325,106,3,3.5,4,8.4,1,0.52
4012,327,111,4,4,4.5,9,1,0.84
4013,328,112,4,4,4.5,9.1,1,0.78
4014,307,109,3,4,3,8,1,0.62
4015,311,104,3,3.5,2,8.2,1,0.61
4016,314,105,3,3.5,2.5,8.3,0,0.54
4017,317,107,3,4,3,8.7,0,0.66
4018,319,106,3,4,3,8,1,0.65
4019,318,110,3,4,3,8.8,0,0.63
4020,303,102,3,3.5,3,8.5,0,0.62
4021,312,107,3,3,2,7.9,1,0.64
4022,325,114,4,3,2,8.4,0,0.7
4023,328,116,5,5,5,9.5,1,0.94
4024,334,119,5,5,4.5,9.7,1,0.95
4025,336,119,5,4,3.5,9.8,1,0.97
4026,340,120,5,4.5,4.5,9.6,1,0.94
4027,322,109,5,4.5,3.5,8.8,0,0.76
4028,298,98,2,1.5,2.5,7.5,1,0.44
4029,295,93,1,2,2,7.2,0,0.46
4030,310,99,2,1.5,2,7.3,0,0.54
4031,300,97,2,3,3,8.1,1,0.65
4032,327,103,3,4,4,8.3,1,0.74
4033,338,118,4,3,4.5,9.4,1,0.91
4034,340,114,5,4,4,9.6,1,0.9
4035,331,112,5,4,5,9.8,1,0.94
4036,320,110,5,5,5,9.2,1,0.88
4037,299,106,2,4,4,8.4,0,0.64
4038,300,105,1,1,2,7.8,0,0.58
4039,304,105,1,3,1.5,7.5,0,0.52
4040,307,108,2,4,3.5,7.7,0,0.48
4041,308,110,3,3.5,3,8,1,0.46
4042,316,105,2,2.5,2.5,8.2,1,0.49
4043,313,107,2,2.5,2,8.5,1,0.53
4044,332,117,4,4.5,4,9.1,0,0.87
4045,326,113,5,4.5,4,9.4,1,0.91
4046,322,110,5,5,4,9.1,1,0.88
4047,329,114,5,4,5,9.3,1,0.86
4048,339,119,5,4.5,4,9.7,0,0.89
4049,321,110,3,3.5,5,8.85,1,0.82
4050,327,111,4,3,4,8.4,1,0.78
4051,313,98,3,2.5,4.5,8.3,1,0.76
4052,312,100,2,1.5,3.5,7.9,1,0.56
4053,334,116,4,4,3,8,1,0.78
4054,324,112,4,4,2.5,8.1,1,0.72
4055,322,110,3,3,3.5,8,0,0.7
4056,320,103,3,3,3,7.7,0,0.64
4057,316,102,3,2,3,7.4,0,0.64
4058,298,99,2,4,2,7.6,0,0.46
4059,300,99,1,3,2,6.8,1,0.36
4060,311,104,2,2,2,8.3,0,0.42
4061,309,100,2,3,3,8.1,0,0.48
4062,307,101,3,4,3,8.2,0,0.47
4063,304,105,2,3,3,8.2,1,0.54
4064,315,107,2,4,3,8.5,1,0.56
4065,325,111,3,3,3.5,8.7,0,0.52
4066,325,112,4,3.5,3.5,8.92,0,0.55
4067,327,114,3,3,3,9.02,0,0.61
4068,316,107,2,3.5,3.5,8.64,1,0.57
4069,318,109,3,3.5,4,9.22,1,0.68
4070,328,115,4,4.5,4,9.16,1,0.78
4071,332,118,5,5,5,9.64,1,0.94
4072,336,112,5,5,5,9.76,1,0.96
4073,321,111,5,5,5,9.45,1,0.93
4074,314,108,4,4.5,4,9.04,1,0.84
4075,314,106,3,3,5,8.9,0,0.74
4076,329,114,2,2,4,8.56,1,0.72
4077,327,112,3,3,3,8.72,1,0.74
4078,301,99,2,3,2,8.22,0,0.64
4079,296,95,2,3,2,7.54,1,0.44
4080,294,93,1,1.5,2,7.36,0,0.46
4081,312,105,3,2,3,8.02,1,0.5
4082,340,120,4,5,5,9.5,1,0.96
4083,320,110,5,5,4.5,9.22,1,0.92
4084,322,115,5,4,4.5,9.36,1,0.92
4085,340,115,5,4.5,4.5,9.45,1,0.94
4086,319,103,4,4.5,3.5,8.66,0,0.76
4087,315,106,3,4.5,3.5,8.42,0,0.72
4088,317,107,2,3.5,3,8.28,0,0.66
4089,314,108,3,4.5,3.5,8.14,0,0.64
4090,316,109,4,4.5,3.5,8.76,1,0.74
4091,318,106,2,4,4,7.92,1,0.64
4092,299,97,3,5,3.5,7.66,0,0.38
4093,298,98,2,4,3,8.03,0,0.34
4094,301,97,2,3,3,7.88,1,0.44
4095,303,99,3,2,2.5,7.66,0,0.36
4096,304,100,4,1.5,2.5,7.84,0,0.42
4097,306,100,2,3,3,8,0,0.48
4098,331,120,3,4,4,8.96,1,0.86
4099,332,119,4,5,4.5,9.24,1,0.9
4100,323,113,3,4,4,8.88,1,0.79
4101,322,107,3,3.5,3.5,8.46,1,0.71
4102,312,105,2,2.5,3,8.12,0,0.64
4103,314,106,2,4,3.5,8.25,0,0.62
4104,317,104,2,4.5,4,8.47,0,0.57
4105,326,112,3,3.5,3,9.05,1,0.74
4106,316,110,3,4,4.5,8.78,1,0.69
4107,329,111,4,4.5,4.5,9.18,1,0.87
4108,338,117,4,3.5,4.5,9.46,1,0.91
4109,331,116,5,5,5,9.38,1,0.93
4110,304,103,5,5,4,8.64,0,0.68
4111,305,108,5,3,3,8.48,0,0.61
4112,321,109,4,4,4,8.68,1,0.69
4113,301,107,3,3.5,3.5,8.34,1,0.62
4114,320,110,2,4,3.5,8.56,0,0.72
4115,311,105,3,3.5,3,8.45,1,0.59
4116,310,106,4,4.5,4.5,9.04,1,0.66
4117,299,102,3,4,3.5,8.62,0,0.56
4118,290,104,4,2,2.5,7.46,0,0.45
4119,296,99,2,3,3.5,7.28,0,0.47
4120,327,104,5,3,3.5,8.84,1,0.71
4121,335,117,5,5,5,9.56,1,0.94
4122,334,119,5,4.5,4.5,9.48,1,0.94
4123,310,106,4,1.5,2.5,8.36,0,0.57
4124,308,108,3,3.5,3.5,8.22,0,0.61
4125,301,106,4,2.5,3,8.47,0,0.57
4126,300,100,3,2,3,8.66,1,0.64
4127,323,113,3,4,3,9.32,1,0.85
4128,319,112,3,2.5,2,8.71,1,0.78
4129,326,112,3,3.5,3,9.1,1,0.84
4130,333,118,5,5,5,9.35,1,0.92
4131,339,114,5,4,4.5,9.76,1,0.96
4132,303,105,5,5,4.5,8.65,0,0.77
4133,309,105,5,3.5,3.5,8.56,0,0.71
4134,323,112,5,4,4.5,8.78,0,0.79
4135,333,113,5,4,4,9.28,1,0.89
4136,314,109,4,3.5,4,8.77,1,0.82
4137,312,103,3,5,4,8.45,0,0.76
4138,316,100,2,1.5,3,8.16,1,0.71
4139,326,116,2,4.5,3,9.08,1,0.8
4140,318,109,1,3.5,3.5,9.12,0,0.78
4141,329,110,2,4,3,9.15,1,0.84
4142,332,118,2,4.5,3.5,9.36,1,0.9
4143,331,115,5,4,3.5,9.44,1,0.92
4144,340,120,4,4.5,4,9.92,1,0.97
4145,325,112,2,3,3.5,8.96,1,0.8
4146,320,113,2,2,2.5,8.64,1,0.81
4147,315,105,3,2,2.5,8.48,0,0.75
4148,326,114,3,3,3,9.11,1,0.83
4149,339,116,4,4,3.5,9.8,1,0.96
4150,311,106,2,3.5,3,8.26,1,0.79
4151,334,114,4,4,4,9.43,1,0.93
4152,332,116,5,5,5,9.28,1,0.94
4153,321,112,5,5,5,9.06,1,0.86
4154,324,105,3,3,4,8.75,0,0.79
4155,326,108,3,3,3.5,8.89,0,0.8
4156,312,109,3,3,3,8.69,0,0.77
4157,315,105,3,2,2.5,8.34,0,0.7
4158,309,104,2,2,2.5,8.26,0,0.65
4159,306,106,2,2,2.5,8.14,0,0.61
4160,297,100,1,1.5,2,7.9,0,0.52
4161,315,103,1,1.5,2,7.86,0,0.57
4162,298,99,1,1.5,3,7.46,0,0.53
4163,318,109,3,3,3,8.5,0,0.67
4164,317,105,3,3.5,3,8.56,0,0.68
4165,329,111,4,4.5,4,9.01,1,0.81
4166,322,110,5,4.5,4,8.97,0,0.78
4167,302,102,3,3.5,5,8.33,0,0.65
4168,313,102,3,2,3,8.27,0,0.64
4169,293,97,2,2,4,7.8,1,0.64
4170,311,99,2,2.5,3,7.98,0,0.65
4171,312,101,2,2.5,3.5,8.04,1,0.68
4172,334,117,5,4,4.5,9.07,1,0.89
4173,322,110,4,4,5,9.13,1,0.86
4174,323,113,4,4,4.5,9.23,1,0.89
4175,321,111,4,4,4,8.97,1,0.87
4176,320,111,4,4.5,3.5,8.87,1,0.85
4177,329,119,4,4.5,4.5,9.16,1,0.9
4178,319,110,3,3.5,3.5,9.04,0,0.82
4179,309,108,3,2.5,3,8.12,0,0.72
4180,307,102,3,3,3,8.27,0,0.73
4181,300,104,3,3.5,3,8.16,0,0.71
4182,305,107,2,2.5,2.5,8.42,0,0.71
4183,299,100,2,3,3.5,7.88,0,0.68
4184,314,110,3,4,4,8.8,0,0.75
4185,316,106,2,2.5,4,8.32,0,0.72
4186,327,113,4,4.5,4.5,9.11,1,0.89
4187,317,107,3,3.5,3,8.68,1,0.84
4188,335,118,5,4.5,3.5,9.44,1,0.93
4189,331,115,5,4.5,3.5,9.36,1,0.93
4190,324,112,5,5,5,9.08,1,0.88
4191,324,111,5,4.5,4,9.16,1,0.9
4192,323,110,5,4,5,8.98,1,0.87
4193,322,114,5,4.5,4,8.94,1,0.86
4194,336,118,5,4.5,5,9.53,1,0.94
4195,316,109,3,3.5,3,8.76,0,0.77
4196,307,107,2,3,3.5,8.52,1,0.78
4197,306,105,2,3,2.5,8.26,0,0.73
4198,310,106,2,3.5,2.5,8.33,0,0.73
4199,311,104,3,4.5,4.5,8.43,0,0.7
4200,313,107,3,4,4.5,8.69,0,0.72
4201,317,103,3,2.5,3,8.54,1,0.73
4202,315,110,2,3.5,3,8.46,1,0.72
4203,340,120,5,4.5,4.5,9.91,1,0.97
4204,334,120,5,4,5,9.87,1,0.97
4205,298,105,3,3.5,4,8.54,0,0.69
4206,295,99,2,2.5,3,7.65,0,0.57
4207,315,99,2,3.5,3,7.89,0,0.63
4208,310,102,3,3.5,4,8.02,1,0.66
4209,305,106,2,3,3,8.16,0,0.64
4210,301,104,3,3.5,4,8.12,1,0.68
4211,325,108,4,4.5,4,9.06,1,0.79
4212,328,110,4,5,4,9.14,1,0.82
4213,338,120,4,5,5,9.66,1,0.95
4214,333,119,5,5,4.5,9.78,1,0.96
4215,331,117,4,4.5,5,9.42,1,0.94
4216,330,116,5,5,4.5,9.36,1,0.93
4217,322,112,4,4.5,4.5,9.26,1,0.91
4218,321,109,4,4,4,9.13,1,0.85
4219,324,110,4,3,3.5,8.97,1,0.84
4220,312,104,3,3.5,3.5,8.42,0,0.74
4221,313,103,3,4,4,8.75,0,0.76
4222,316,110,3,3.5,4,8.56,0,0.75
4223,324,113,4,4.5,4,8.79,0,0.76
4224,308,109,2,3,4,8.45,0,0.71
4225,305,105,2,3,2,8.23,0,0.67
4226,296,99,2,2.5,2.5,8.03,0,0.61
4227,306,110,2,3.5,4,8.45,0,0.63
4228,312,110,2,3.5,3,8.53,0,0.64
4229,318,112,3,4,3.5,8.67,0,0.71
4230,324,111,4,3,3,9.01,1,0.82
4231,313,104,3,4,4.5,8.65,0,0.73
4232,319,106,3,3.5,2.5,8.33,1,0.74
4233,312,107,2,2.5,3.5,8.27,0,0.69
4234,304,100,2,2.5,3.5,8.07,0,0.64
4235,330,113,5,5,4,9.31,1,0.91
4236,326,111,5,4.5,4,9.23,1,0.88
4237,325,112,4,4,4.5,9.17,1,0.85
4238,329,114,5,4.5,5,9.19,1,0.86
4239,310,104,3,2,3.5,8.37,0,0.7
4240,299,100,1,1.5,2,7.89,0,0.59
4241,296,101,1,2.5,3,7.68,0,0.6
4242,317,103,2,2.5,2,8.15,0,0.65
4243,324,115,3,3.5,3,8.76,1,0.7
4244,325,114,3,3.5,3,9.04,1,0.76
4245,314,107,2,2.5,4,8.56,0,0.63
4246,328,110,4,4,2.5,9.02,1,0.81
4247,316,105,3,3,3.5,8.73,0,0.72
4248,311,104,2,2.5,3.5,8.48,0,0.71
4249,324,110,3,3.5,4,8.87,1,0.8
4250,321,111,3,3.5,4,8.83,1,0.77
4251,320,104,3,3,2.5,8.57,1,0.74
4252,316,99,2,2.5,3,9,0,0.7
4253,318,100,2,2.5,3.5,8.54,1,0.71
4254,335,115,4,4.5,4.5,9.68,1,0.93
4255,321,114,4,4,5,9.12,0,0.85
4256,307,110,4,4,4.5,8.37,0,0.79
4257,309,99,3,4,4,8.56,0,0.76
4258,324,100,3,4,5,8.64,1,0.78
4259,326,102,4,5,5,8.76,1,0.77
4260,331,119,4,5,4.5,9.34,1,0.9
4261,327,108,5,5,3.5,9.13,1,0.87
4262,312,104,3,3.5,4,8.09,0,0.71
4263,308,103,2,2.5,4,8.36,1,0.7
4264,324,111,3,2.5,1.5,8.79,1,0.7
4265,325,110,2,3,2.5,8.76,1,0.75
4266,313,102,3,2.5,2.5,8.68,0,0.71
4267,312,105,2,2,2.5,8.45,0,0.72
4268,314,107,3,3,3.5,8.17,1,0.73
4269,327,113,4,4.5,5,9.14,0,0.83
4270,308,108,4,4.5,5,8.34,0,0.77
4271,306,105,2,2.5,3,8.22,1,0.72
4272,299,96,2,1.5,2,7.86,0,0.54
4273,294,95,1,1.5,1.5,7.64,0,0.49
4274,312,99,1,1,1.5,8.01,1,0.52
4275,315,100,1,2,2.5,7.95,0,0.58
4276,322,110,3,3.5,3,8.96,1,0.78
4277,329,113,5,5,4.5,9.45,1,0.89
4278,320,101,2,2.5,3,8.62,0,0.7
4279,308,103,2,3,3.5,8.49,0,0.66
4280,304,102,2,3,4,8.73,0,0.67
4281,311,102,3,4.5,4,8.64,1,0.68
4282,317,110,3,4,4.5,9.11,1,0.8
4283,312,106,3,4,3.5,8.79,1,0.81
4284,321,111,3,2.5,3,8.9,1,0.8
4285,340,112,4,5,4.5,9.66,1,0.94
4286,331,116,5,4,4,9.26,1,0.93
4287,336,118,5,4.5,4,9.19,1,0.92
4288,324,114,5,5,4.5,9.08,1,0.89
4289,314,104,4,5,5,9.02,0,0.82
4290,313,109,3,4,3.5,9,0,0.79
4291,307,105,2,2.5,3,7.65,0,0.58
4292,300,102,2,1.5,2,7.87,0,0.56
4293,302,99,2,1,2,7.97,0,0.56
4294,312,98,1,3.5,3,8.18,1,0.64
4295,316,101,2,2.5,2,8.32,1,0.61
4296,317,100,2,3,2.5,8.57,0,0.68
4297,310,107,3,3.5,3.5,8.67,0,0.76
4298,320,120,3,4,4.5,9.11,0,0.86
4299,330,114,3,4.5,4.5,9.24,1,0.9
4300,305,112,3,3,3.5,8.65,0,0.71
4301,309,106,2,2.5,2.5,8,0,0.62
4302,319,108,2,2.5,3,8.76,0,0.66
4303,322,105,2,3,3,8.45,1,0.65
4304,323,107,3,3.5,3.5,8.55,1,0.73
4305,313,106,2,2.5,2,8.43,0,0.62
4306,321,109,3,3.5,3.5,8.8,1,0.74
4307,323,110,3,4,3.5,9.1,1,0.79
4308,325,112,4,4,4,9,1,0.8
4309,312,108,3,3.5,3,8.53,0,0.69
4310,308,110,4,3.5,3,8.6,0,0.7
4311,320,104,3,3,3.5,8.74,1,0.76
4312,328,108,4,4.5,4,9.18,1,0.84
4313,311,107,4,4.5,4.5,9,1,0.78
4314,301,100,3,3.5,3,8.04,0,0.67
4315,305,105,2,3,4,8.13,0,0.66
4316,308,104,2,2.5,3,8.07,0,0.65
4317,298,101,2,1.5,2,7.86,0,0.54
4318,300,99,1,1,2.5,8.01,0,0.58
4319,324,111,3,2.5,2,8.8,1,0.79
4320,327,113,4,3.5,3,8.69,1,0.8
4321,317,106,3,4,3.5,8.5,1,0.75
4322,323,104,3,4,4,8.44,1,0.73
4323,314,107,2,2.5,4,8.27,0,0.72
4324,305,102,2,2,2.5,8.18,0,0.62
4325,315,104,3,3,2.5,8.33,0,0.67
4326,326,116,3,3.5,4,9.14,1,0.81
4327,299,100,3,2,2,8.02,0,0.63
4328,295,101,2,2.5,2,7.86,0,0.69
4329,324,112,4,4,3.5,8.77,1,0.8
4330,297,96,2,2.5,1.5,7.89,0,0.43
4331,327,113,3,3.5,3,8.66,1,0.8
4332,311,105,2,3,2,8.12,1,0.73
4333,308,106,3,3.5,2.5,8.21,1,0.75
4334,319,108,3,3,3.5,8.54,1,0.71
4335,312,107,4,4.5,4,8.65,1,0.73
4336,325,111,4,4,4.5,9.11,1,0.83
4337,319,110,3,3,2.5,8.79,0,0.72
4338,332,118,5,5,5,9.47,1,0.94
4339,323,108,5,4,4,8.74,1,0.81
4340,324,107,5,3.5,4,8.66,1,0.81
4341,312,107,3,3,3,8.46,1,0.75
4342,326,110,3,3.5,3.5,8.76,1,0.79
4343,308,106,3,3,3,8.24,0,0.58
4344,305,103,2,2.5,3.5,8.13,0,0.59
4345,295,96,2,1.5,2,7.34,0,0.47
4346,316,98,1,1.5,2,7.43,0,0.49
4347,304,97,2,1.5,2,7.64,0,0.47
4348,299,94,1,1,1,7.34,0,0.42
4349,302,99,1,2,2,7.25,0,0.57
4350,313,101,3,2.5,3,8.04,0,0.62
4351,318,107,3,3,3.5,8.27,1,0.74
4352,325,110,4,3.5,4,8.67,1,0.73
4353,303,100,2,3,3.5,8.06,1,0.64
